kingdom,scientificName,class,order,family,genus,species,phylum,domain
,Streptococcus agalactiae 2603 (serotype V),Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sag,,
,Streptococcus agalactiae NEM316 (serotype III),Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),san,,
,Streptococcus agalactiae A909 (serotype Ia),Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sak,,
,Streptococcus agalactiae GD201008-001 (serotype Ia),Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sgc,,
,Streptococcus agalactiae SA20-06,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sags,,
,Streptococcus agalactiae 2-22 (serotype Ib),Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sagl,,
,Streptococcus agalactiae 09mas018883,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sagm,,
,Streptococcus agalactiae ILRI005,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sagi,,
,Streptococcus agalactiae ILRI112,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sagr,,
,Streptococcus agalactiae 138P,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sagp,,
,Streptococcus agalactiae 138spar,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sagc,,
,Streptococcus agalactiae COH1,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sagt,,
,Streptococcus agalactiae NGBS061,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sage,,
,Streptococcus agalactiae NGBS572,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sagg,,
,Streptococcus agalactiae CNCTC 10/84,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sagn,,
,Streptococcus mutans UA159,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),smu,,
,Streptococcus mutans NN2025,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),smc,,
,Streptococcus mutans LJ23,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),smj,,
,Streptococcus mutans GS-5,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),smut,,
,Streptococcus mutans UA159-FR,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),smua,,
,Streptococcus thermophilus CNRZ1066,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),stc,,
,Streptococcus thermophilus LMG18311,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),stl,,
,Streptococcus thermophilus LMD-9,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),ste,,
,Streptococcus thermophilus ND03,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),stn,,
,Streptococcus thermophilus JIM 8232,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),stu,,
,Streptococcus thermophilus MN-ZLW-002,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),stw,,
,Streptococcus thermophilus ASCC 1275,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sthe,,
,Streptococcus thermophilus S9,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sths,,
,Streptococcus sanguinis,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),ssa,,
,Streptococcus suis BM407,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),ssb,,
,Streptococcus suis 05ZYH33,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),ssu,,
,Streptococcus suis 98HAH33,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),ssv,,
,Streptococcus suis P1/7,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),ssi,,
,Streptococcus suis SC84,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sss,,
,Streptococcus suis ST3,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sst,,
,Streptococcus suis A7,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),ssf,,
,Streptococcus suis D12,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),ssk,,
,Streptococcus suis D9,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),ssq,,
,Streptococcus suis GZ1,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),ssw,,
,Streptococcus suis JS14,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sui,,
,Streptococcus suis SS12,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),suo,,
,Streptococcus suis ST1,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),srp,,
,Streptococcus suis S735,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sup,,
,Streptococcus suis SC070731,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),ssus,,
,Streptococcus suis TL13,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),ssut,,
,Streptococcus suis T15,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),ssui,,
,Streptococcus suis YB51,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),ssuy,,
,Streptococcus gordonii,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sgo,,
,Streptococcus equi subsp. zooepidemicus MGCS10565,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sez,,
,Streptococcus equi subsp. zooepidemicus H70,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),seq,,
,Streptococcus equi subsp. zooepidemicus ATCC 35246,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sezo,,
,Streptococcus equi subsp. zooepidemicus CY,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sequ,,
,Streptococcus equi subsp. equi 4047,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),seu,,
,Streptococcus uberis,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sub,,
,Streptococcus dysgalactiae subsp. equisimilis GGS_124,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sds,,
,Streptococcus dysgalactiae subsp. equisimilis ATCC 12394,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sdg,,
,Streptococcus dysgalactiae subsp. equisimilis RE378,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sda,,
,Streptococcus dysgalactiae subsp. equisimilis AC-2713,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sdc,,
,Streptococcus dysgalactiae subsp. equisimilis 167,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sdq,,
,Streptococcus gallolyticus UCN34,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sga,,
,Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sgg,,
,Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sgt,,
,Streptococcus mitis,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),smb,,
,Streptococcus oralis,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sor,,
,Streptococcus parauberis,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),stk,,
,Streptococcus pasteurianus,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),stb,,
,Streptococcus parasanguinis ATCC 15912,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),scp,,
,Streptococcus parasanguinis FW213,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),scf,,
,Streptococcus salivarius CCHSS3,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),ssr,,
,Streptococcus salivarius 57.I,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),stf,,
,Streptococcus salivarius JIM8777,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),stj,,
,Streptococcus salivarius NCTC 8618,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),strs,,
,Streptococcus salivarius HSISS4,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),ssah,,
,Streptococcus pseudopneumoniae,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),std,,
,Streptococcus macedonicus,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),smn,,
,Streptococcus infantarius,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sif,,
,Streptococcus intermedius JTH08,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sie,,
,Streptococcus intermedius B196,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sib,,
,Streptococcus intermedius C270,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),siu,,
,Streptococcus anginosus C1051,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sang,,
,Streptococcus anginosus C238,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sanc,,
,Streptococcus anginosus SA1,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sans,,
,Streptococcus constellatus subsp. pharyngis C1050,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),scg,,
,Streptococcus constellatus subsp. pharyngis C232,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),scon,,
,Streptococcus constellatus subsp. pharyngis C818,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),scos,,
,Streptococcus cristatus,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),soi,,
,Streptococcus iniae SF1,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sik,,
,Streptococcus iniae ISET0901,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),siq,,
,Streptococcus iniae ISNO,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sio,,
,Streptococcus iniae SFST01-82,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),siz,,
,Streptococcus lutetiensis,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),slu,,
,Streptococcus sp. I-G2,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sig,,
,Streptococcus sp. I-P16,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),sip,,
,Streptococcus sp. VT 162,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Streptococcus (139),stv,,
,Lactobacillus plantarum WCFS1,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lpl,,
,Lactobacillus plantarum JDM1,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lpj,,
,Lactobacillus plantarum ZJ316,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lpt,,
,Lactobacillus plantarum subsp. plantarum ST-III,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lps,,
,Lactobacillus plantarum subsp. plantarum P-8,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lpr,,
,Lactobacillus plantarum 16,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lpz,,
,Lactobacillus plantarum B21,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lpb,,
,Lactobacillus johnsonii NCC 533,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),ljo,,
,Lactobacillus johnsonii FI9785,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),ljf,,
,Lactobacillus johnsonii DPC 6026,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),ljh,,
,Lactobacillus johnsonii N6.2,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),ljn,,
,Lactobacillus acidophilus NCFM,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lac,,
,Lactobacillus acidophilus 30SC,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lai,,
,Lactobacillus acidophilus La-14,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lad,,
,Lactobacillus acidophilus FSI4,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),laf,,
,Lactobacillus sakei,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lsa,,
,Lactobacillus salivarius UCC118,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lsl,,
,Lactobacillus salivarius CECT 5713,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lsi,,
,Lactobacillus salivarius JCM1046,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lsj,,
,Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),ldb,,
,Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lbu,,
,Lactobacillus delbrueckii subsp. bulgaricus ND02,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lde,,
,Lactobacillus delbrueckii subsp. bulgaricus 2038,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),ldl,,
,Lactobacillus brevis ATCC 367,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lbr,,
,Lactobacillus brevis KB290,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lbk,,
,Lactobacillus paracasei ATCC 334,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lca,,
,Lactobacillus paracasei N1115,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lpq,,
,Lactobacillus paracasei subsp. paracasei 8700:2,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lpi,,
,Lactobacillus paracasei subsp. paracasei JCM 8130,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lpap,,
,Lactobacillus casei BL23,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lcb,,
,Lactobacillus casei Zhang,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lcz,,
,Lactobacillus casei BD-II,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lcs,,
,Lactobacillus casei LC2W,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lce,,
,Lactobacillus casei W56,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lcw,,
,Lactobacillus casei LOCK919,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lcl,,
,Lactobacillus casei 12A,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lcx,,
,Lactobacillus gasseri ATCC 33323,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lga,,
,Lactobacillus reuteri DSM 20016,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lre,,
,Lactobacillus reuteri JCM 1112,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lrf,,
,Lactobacillus reuteri SD2112,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lru,,
,Lactobacillus reuteri I5007,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lrt,,
,Lactobacillus reuteri TD1,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lrr,,
,Lactobacillus helveticus DPC 4571,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lhe,,
,Lactobacillus helveticus H10,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lhl,,
,Lactobacillus helveticus R0052,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lhr,,
,Lactobacillus helveticus CNRZ32,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lhv,,
,Lactobacillus helveticus H9,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lhh,,
,Lactobacillus helveticus KLDS1.8701,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lhd,,
,Lactobacillus fermentum IFO 3956,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lfe,,
,Lactobacillus fermentum CECT 5716,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lfr,,
,Lactobacillus fermentum F-6,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lff,,
,Lactobacillus rhamnosus GG,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lrh,,
,Lactobacillus rhamnosus GG,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lrg,,
,Lactobacillus rhamnosus Lc 705,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lrl,,
,Lactobacillus rhamnosus ATCC 8530,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lra,,
,Lactobacillus rhamnosus LOCK900,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lro,,
,Lactobacillus rhamnosus LOCK908,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lrc,,
,Lactobacillus crispatus,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lcr,,
,Lactobacillus amylovorus GRL 1112,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lam,,
,Lactobacillus amylovorus GRL1118,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lay,,
,Lactobacillus buchneri NRRL B-30929,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lbh,,
,Lactobacillus buchneri CD034,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lbn,,
,Lactobacillus kefiranofaciens,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lke,,
,Lactobacillus ruminis,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lrm,,
,Lactobacillus sanfranciscensis,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lsn,,
,Lactobacillus sp. wkB8,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),law,,
,Lactobacillus hokkaidonensis,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lho,,
,Lactobacillus mucosae,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lmu,,
,Lactobacillus acetotolerans,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lae,,
,Lactobacillus ginsenosidimutans,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lgn,,
,Lactobacillus koreensis,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lko,,
,Lactobacillus heilongjiangensis,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lhi,,
,Lactobacillus kunkeei,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lku,,
,Lactobacillus gallinarum,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lgl,,
,Lactobacillus paraplantarum,Prokaryotes (4421),Bacteria (4172),Firmicutes - Bacilli (648),Lactobacillus (83),lpx,,
