#assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id
GCA_028743435.1,PRJNA933644,SAMN33244397,na,na,420247,2173,Methanobrevibacter smithii ATCC 35061,strain=DSM 861,na,latest,Complete Genome,Major,Full,2023-02-20,ASM2874343v1,Zymo Research Corporation,GCF_028743435.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/743/435/GCA_028743435.1_ASM2874343v1,na,assembly from type material,na,haploid,archaea,1853160,1853160,31.000000,1,1,1,na,na,,0,0,0,na
GCA_000151245.1,PRJNA27821,SAMN00008835,ABYW00000000.1,na,483214,2173,Methanobrevibacter smithii DSM 2375,strain=DSM 2375,na,latest,Scaffold,Major,Full,2008-11-13,ASM15124v1,Washington University Genome Sequencing Center,GCF_000151245.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/245/GCA_000151245.1_ASM15124v1,na,na,na,haploid,archaea,1713248,1704865,31.500000,0,9,24,Washington University Genome Sequencing Center,Annotation submitted by Washington University Genome Sequencing Center,2015-03-11,1747,1709,38,na
GCA_000151225.1,PRJNA29303,SAMN00008834,ABYV00000000.2,na,521002,2173,Methanobrevibacter smithii DSM 2374,strain=DSM 2374,na,latest,Scaffold,Major,Full,2009-10-06,ASM15122v1,WUGSC,GCF_000151225.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/225/GCA_000151225.1_ASM15122v1,na,na,na,haploid,archaea,1729275,1727775,31.500000,0,10,25,WUGSC,Annotation submitted by WUGSC,2015-03-12,1755,1716,39,na
GCA_000013725.1,PRJNA9634,SAMN02598545,na,reference genome,259564,29291,Methanococcoides burtonii DSM 6242,strain=DSM 6242,na,latest,Complete Genome,Major,Full,2006-04-10,ASM1372v1,DOE Joint Genome Institute,GCF_000013725.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/725/GCA_000013725.1_ASM1372v1,na,assembly from type material,na,haploid,archaea,2575032,2575032,41.000000,1,1,1,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,2014-01-28,2500,2272,66,na
GCA_000015765.1,PRJNA18109,SAMN00623052,na,reference genome,410358,83984,Methanocorpusculum labreanum Z,strain=Z,na,latest,Complete Genome,Major,Full,2007-02-01,ASM1576v1,DOE Joint Genome Institute,GCF_000015765.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/765/GCA_000015765.1_ASM1576v1,na,assembly from type material,na,haploid,archaea,1804962,1804962,50.000000,1,1,1,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,2013-12-11,1819,1739,54,21304657
GCA_003250025.1,PRJNA385762,SAMN09288103,QKHN00000000.1,na,83984,83984,Methanocorpusculum labreanum,na,SZUA-555,latest,Contig,Major,Full,2018-06-19,ASM325002v1,Environmental Microbiology Lab,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/250/025/GCA_003250025.1_ASM325002v1,derived from metagenome; fragmented assembly,na,na,haploid,archaea,622799,622799,50.500000,0,193,193,na,na,,0,0,0,na
GCA_000015825.1,PRJNA16330,SAMN02598365,na,reference genome,368407,2198,Methanoculleus marisnigri JR1,strain=JR1,na,latest,Complete Genome,Major,Full,2007-02-16,ASM1582v1,DOE Joint Genome Institute,GCF_000015825.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/825/GCA_000015825.1_ASM1582v1,na,assembly from type material,na,haploid,archaea,2478101,2478101,62.000000,1,1,1,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,2014-01-28,2555,2489,49,21304656
GCA_000025865.1,PRJNA30711,SAMN02598474,na,reference genome,547558,2176,Methanohalophilus mahii DSM 5219,strain=DSM 5219,na,latest,Complete Genome,Major,Full,2010-03-31,ASM2586v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000025865.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/865/GCA_000025865.1_ASM2586v1,na,assembly from type material,na,haploid,archaea,2012424,2012424,42.500000,1,1,1,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),2015-06-25,2095,1987,63,na
GCA_000007345.1,PRJNA290,SAMN03081414,na,reference genome,188937,2214,Methanosarcina acetivorans C2A,strain=C2A,na,latest,Complete Genome,Major,Full,2002-04-03,ASM734v1,Broad Institute,GCF_000007345.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/345/GCA_000007345.1_ASM734v1,na,assembly from type material,na,haploid,archaea,5751492,5751492,42.500000,1,1,1,Broad Institute,Annotation submitted by Broad Institute,2022-05-06,4662,4540,10,11932238
GCA_000012545.1,PRJNA15579,SAMN02604180,na,reference genome,339860,2317,Methanosphaera stadtmanae DSM 3091,strain=DSM 3091,na,latest,Complete Genome,Major,Full,2006-01-05,ASM1254v1,University of Goettingen,GCF_000012545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/545/GCA_000012545.1_ASM1254v1,na,assembly from type material,na,haploid,archaea,1767403,1767403,27.500000,1,1,1,University of Goettingen,Annotation submitted by University of Goettingen,2014-01-31,1588,1534,52,16385054
GCA_000008645.1,PRJNA289,SAMN02603244,na,na,187420,145262,Methanothermobacter thermautotrophicus str. Delta H,strain=Delta H,na,latest,Complete Genome,Major,Full,1999-12-22,ASM864v1,Genome Therapeutics Corporation,GCF_000008645.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/645/GCA_000008645.1_ASM864v1,na,assembly from type material,na,haploid,archaea,1751377,1751377,49.500000,1,1,1,Genome Therapeutics Corporation,Annotation submitted by Genome Therapeutics Corporation,2014-01-30,1916,1869,47,9371463
GCA_000015725.1,PRJNA10789,SAMN02598264,na,reference genome,420662,105560,Methylibium petroleiphilum PM1,strain=PM1,na,latest,Complete Genome,Major,Full,2007-01-29,ASM1572v1,DOE Joint Genome Institute,GCF_000015725.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/725/GCA_000015725.1_ASM1572v1,na,assembly from type material,na,haploid,bacteria,4643639,4643639,69.000000,2,2,2,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,2016-07-14,4543,4449,68,17158667
GCA_000013705.1,PRJNA10647,SAMN02598256,na,reference genome,265072,405,Methylobacillus flagellatus KT,strain=KT,na,latest,Complete Genome,Major,Full,2006-04-10,ASM1370v1,DOE Joint Genome Institute,GCF_000013705.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/705/GCA_000013705.1_ASM1370v1,na,assembly from type material,na,haploid,bacteria,2971517,2971517,55.500000,1,1,1,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,2017-07-25,2814,2753,55,na
GCA_000168995.1,PRJNA18317,SAMN02436128,AAUX00000000.1,na,383631,383631,Methylophilales bacterium HTCC2181,strain=HTCC2181,na,latest,Contig,Major,Full,2006-11-28,ASM16899v1,J. Craig Venter Institute,GCF_000168995.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/168/995/GCA_000168995.1_ASM16899v1,genus undefined,na,na,haploid,bacteria,1304428,1304428,38.000000,0,3,3,J. Craig Venter Institute,Annotation submitted by J. Craig Venter Institute,2011-11-21,1377,1338,39,na
GCA_000023705.1,PRJNA33319,SAMN00017443,na,reference genome,583345,359408,Methylotenera mobilis JLW8,strain=JLW8,na,latest,Complete Genome,Major,Full,2009-07-15,ASM2370v1,US DOE Joint Genome Institute,GCF_000023705.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/705/GCA_000023705.1_ASM2370v1,na,assembly from type material,na,haploid,bacteria,2547570,2547570,45.500000,1,1,1,US DOE Joint Genome Institute,Annotation submitted by US DOE Joint Genome Institute,2013-12-11,2403,2338,55,21622745
GCA_000169175.1,PRJNA13411,SAMN02436130,AAWS00000000.1,reference genome,313606,1027,Microscilla marina ATCC 23134,strain=ATCC 23134,na,latest,Contig,Major,Full,2007-01-22,ASM16917v1,The Gordon and Betty Moore Foundation Marine Microbiology Initiative,GCF_000169175.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/169/175/GCA_000169175.1_ASM16917v1,na,assembly from type material,na,haploid,bacteria,9771226,9771226,40.500000,0,135,135,The Gordon and Betty Moore Foundation Marine Microbiology Initiative,Annotation submitted by The Gordon and Betty Moore Foundation Marine Microbiology Initiative,2011-11-21,8445,8319,118,na
GCA_000170855.1,PRJNA13535,SAMN02436150,ABCQ00000000.1,na,58051,58051,Moritella sp. PE36,strain=PE36,na,latest,Contig,Major,Full,2007-06-26,ASM17085v1,The Gordon and Betty Moore Foundation Marine Microbiology Initiative,GCF_000170855.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/170/855/GCA_000170855.1_ASM17085v1,na,na,na,haploid,bacteria,5223088,5223088,41.000000,0,131,131,The Gordon and Betty Moore Foundation Marine Microbiology Initiative,Annotation submitted by The Gordon and Betty Moore Foundation Marine Microbiology Initiative,2007-06-26,4935,4781,154,na
GCA_000014985.1,PRJNA88,SAMN02603981,na,na,243243,1764,Mycobacterium avium 104,strain=104,na,latest,Complete Genome,Major,Full,2006-11-20,ASM1498v1,TIGR,GCF_000014985.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/985/GCA_000014985.1_ASM1498v1,na,na,na,haploid,bacteria,5475491,5475491,69.000000,1,1,1,TIGR,Annotation submitted by TIGR,2014-01-31,5313,5120,50,na
GCA_000195855.1,PRJNA90,SAMEA1705921,na,na,272631,1769,Mycobacterium leprae TN,strain=TN,na,latest,Complete Genome,Major,Full,2003-05-06,ASM19585v1,Sanger Institute,GCF_000195855.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/855/GCA_000195855.1_ASM19585v1,na,na,na,haploid,bacteria,3268203,3268203,58.000000,1,1,1,Sanger Institute,Annotation submitted by Sanger Institute,2015-02-09,2745,1602,50,11234002
GCA_000018345.1,PRJNA16725,SAMN02604327,na,na,216594,1781,Mycobacterium marinum M,strain=M,na,latest,Complete Genome,Major,Full,2008-04-15,ASM1834v1,Wellcome Trust Sanger Institute,GCF_000018345.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/345/GCA_000018345.1_ASM1834v1,na,na,na,haploid,bacteria,6660144,6660144,65.500000,2,2,2,Wellcome Trust Sanger Institute,Annotation submitted by Wellcome Trust Sanger Institute,2014-01-31,5570,5452,51,18403782
GCA_000195955.2,PRJNA224,SAMEA3138326,na,reference genome,83332,1773,Mycobacterium tuberculosis H37Rv,strain=H37Rv,na,latest,Complete Genome,Major,Full,2013-02-01,ASM19595v2,Sanger Institute,GCF_000195955.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/955/GCA_000195955.2_ASM19595v2,na,assembly from type material,na,haploid,bacteria,4411532,4411532,65.500000,1,1,1,Sanger Institute,Annotation submitted by Sanger Institute,2015-02-28,4111,4018,80,9634230;12368430;20980199
GCA_000277735.2,PRJNA37301,SAMN03081436,na,na,83332,1773,Mycobacterium tuberculosis H37Rv,strain=H37Rv,na,latest,Complete Genome,Major,Full,2013-11-26,ASM27773v2,The Broad Institute,GCF_000277735.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/277/735/GCA_000277735.2_ASM27773v2,na,assembly from type material,na,haploid,bacteria,4411709,4411709,65.500000,1,1,1,The Broad Institute,Annotation submitted by The Broad Institute,2014-10-01,4091,4036,48,na
GCA_000667805.1,PRJNA218189,SAMN02349330,JLDD00000000.1,na,83332,1773,Mycobacterium tuberculosis H37Rv,strain=H37Rv,na,latest,Scaffold,Major,Full,2014-05-01,Myco_tube_H37Rv_V2,Broad Institute,GCF_000667805.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/667/805/GCA_000667805.1_Myco_tube_H37Rv_V2,na,assembly from type material,na,haploid,bacteria,4412618,4372083,65.500000,0,7,50,Broad Institute,Annotation submitted by Broad Institute,2014-05-01,4084,4027,48,na
GCA_003266045.1,PRJNA400496,SAMN07572166,NVQJ00000000.1,na,83332,1773,Mycobacterium tuberculosis H37Rv,strain=H37Rv,na,latest,Contig,Major,Full,2018-06-26,ASM326604v1,University of British Columbia,GCF_003266045.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/266/045/GCA_003266045.1_ASM326604v1,na,assembly from type material,na,haploid,bacteria,4356336,4356336,65.500000,0,167,167,na,na,,0,0,0,na
GCA_000263135.1,PRJNA47937,SAMN02471106,AJSF00000000.1,na,757419,1773,Mycobacterium tuberculosis H37RvCO,strain=H37RvCO,na,latest,Chromosome,Major,Full,2012-06-19,H37RvCO4,Texas A&M University,GCF_000263135.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/263/135/GCA_000263135.1_H37RvCO4,na,na,na,haploid,bacteria,4412883,4354567,65.500000,1,1,137,na,na,,0,0,0,20472797
GCA_000746805.1,PRJNA47933,SAMN03013397,AORP00000000.1,na,757417,1773,Mycobacterium tuberculosis H37RvAE,strain=H37RvAE,na,latest,Chromosome,Major,Full,2014-09-02,H37RvAE4,Texas A&M University,GCF_000746805.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/746/805/GCA_000746805.1_H37RvAE4,na,na,na,haploid,bacteria,4410946,4410791,65.500000,1,1,12,na,na,,0,0,0,20472797
GCA_000751475.1,PRJNA47941,SAMN03020718,JREW00000000.1,na,757421,1773,Mycobacterium tuberculosis H37RvLP,strain=H37RvLP,na,latest,Chromosome,Major,Full,2014-09-11,H37RvLPb,Texas A&M University,GCF_000751475.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/751/475/GCA_000751475.1_H37RvLPb,na,na,na,haploid,bacteria,4410169,4363420,65.500000,1,1,95,na,na,,0,0,0,20472797
GCA_000751615.1,PRJNA47935,SAMN03020719,JREX00000000.1,na,757418,1773,Mycobacterium tuberculosis H37RvMA,strain=H37RvMA,na,latest,Chromosome,Major,Full,2014-09-11,H37RvMA2,Texas A&M University,GCF_000751615.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/751/615/GCA_000751615.1_H37RvMA2,na,na,na,haploid,bacteria,4410911,4378009,65.500000,1,1,125,na,na,,0,0,0,20472797
GCA_000016145.1,PRJNA18883,SAMN02603128,na,na,419947,1773,Mycobacterium tuberculosis H37Ra,strain=H37Ra; ATCC 25177,na,latest,Complete Genome,Major,Full,2007-05-31,ASM1614v1,Chinese National Human Genome Center at Shanghai,GCF_000016145.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/145/GCA_000016145.1_ASM1614v1,na,na,na,haploid,bacteria,4419977,4419977,65.500000,1,1,1,Chinese National Human Genome Center at Shanghai,Annotation submitted by Chinese National Human Genome Center at Shanghai,2014-01-30,4084,4034,50,18584054
GCA_000169515.1,PRJNA18649,SAMN02469331,AAYK00000000.1,na,419947,1773,Mycobacterium tuberculosis H37Ra,strain=H37Ra,na,latest,Contig,Major,Full,2007-03-19,ASM16951v1,Beijing Genomics Institute,GCF_000169515.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/169/515/GCA_000169515.1_ASM16951v1,annotation fails completeness check; many frameshifted proteins,na,na,haploid,bacteria,4326442,4326442,65.500000,0,272,272,na,na,,0,0,0,na
GCA_001938725.1,PRJNA329548,SAMN05414673,na,na,419947,1773,Mycobacterium tuberculosis H37Ra,strain=H37Ra,na,latest,Complete Genome,Major,Full,2017-01-06,ASM193872v1,San Diego State University,GCF_001938725.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/938/725/GCA_001938725.1_ASM193872v1,na,na,na,haploid,bacteria,4426109,4426109,65.500000,1,1,1,na,na,,0,0,0,na
GCA_000013925.2,PRJNA16230,SAMN02603346,na,na,362242,1809,Mycobacterium ulcerans Agy99,strain=Agy99,na,latest,Complete Genome,Major,Full,2006-12-01,ASM1392v2,Institut Pasteur,GCF_000013925.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/925/GCA_000013925.2_ASM1392v2,na,na,na,haploid,bacteria,5805761,5805761,65.500000,2,2,2,Institut Pasteur,Annotation submitted by Institut Pasteur,2016-07-26,5074,4241,50,14736915;17210928
GCA_000024365.1,PRJNA29537,SAMN02598467,na,reference genome,479431,53461,Nakamurella multipartita DSM 44233,strain=DSM 44233,na,latest,Complete Genome,Major,Full,2009-09-15,ASM2436v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000024365.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/365/GCA_000024365.1_ASM2436v1,na,assembly from type material,na,haploid,bacteria,6060298,6060298,71.000000,1,1,1,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),2018-08-14,5471,5240,56,21304699
GCA_000025625.1,PRJNA30691,SAMN02598473,na,reference genome,547559,13769,Natrialba magadii ATCC 43099,strain=ATCC 43099,na,latest,Complete Genome,Major,Full,2010-02-24,ASM2562v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000025625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/625/GCA_000025625.1_ASM2562v1,na,assembly from type material,na,haploid,archaea,4443643,4443643,61.000000,4,4,4,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),2016-09-15,4354,4204,60,22559199
GCA_000337875.1,PRJNA174949,SAMN02471679,AOHS00000000.1,na,547559,13769,Natrialba magadii ATCC 43099,strain=MS-3,na,latest,Contig,Major,Full,2013-02-04,ASM33787v1,"University of California, Davis",GCF_000337875.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/875/GCA_000337875.1_ASM33787v1,na,assembly from type material,na,haploid,archaea,4416299,4416299,61.000000,0,66,66,"University of California, Davis","Annotation submitted by University of California, Davis",2013-02-04,4242,4196,46,25393412
GCA_000026045.1,PRJNA15742,SAMEA3138222,na,reference genome,348780,2257,Natronomonas pharaonis DSM 2160,strain=Gabara,na,latest,Complete Genome,Major,Full,2005-09-28,ASM2604v1,Max Planck Institute,GCF_000026045.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/026/045/GCA_000026045.1_ASM2604v1,na,assembly from type material,na,haploid,archaea,2749696,2749696,63.000000,3,3,3,Max Planck Institute,Annotation submitted by Max Planck Institute,2017-02-01,3028,2802,51,16169924
GCA_000008805.1,PRJNA251,SAMN02603997,na,na,122586,487,Neisseria meningitidis MC58,strain=MC58,na,latest,Complete Genome,Major,Full,2005-05-26,ASM880v1,TIGR,GCF_000008805.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/805/GCA_000008805.1_ASM880v1,na,na,na,haploid,bacteria,2272360,2272360,51.500000,1,1,1,TIGR,Annotation submitted by TIGR,2014-01-31,2154,2063,0,10710307
GCA_000009145.1,PRJNA52,SAMEA3138193,na,reference genome,228410,915,Nitrosomonas europaea ATCC 19718,strain=ATCC 19718,na,latest,Complete Genome,Major,Full,2003-05-06,ASM914v1,DOE Joint Genome Institute,GCF_000009145.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/145/GCA_000009145.1_ASM914v1,na,na,na,haploid,bacteria,2812094,2812094,50.500000,1,1,1,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,2015-03-05,2623,2462,48,12700255
GCA_000196355.1,PRJNA13912,SAMN02598322,na,reference genome,323848,1231,Nitrosospira multiformis ATCC 25196,strain=ATCC 25196,na,latest,Complete Genome,Major,Full,2005-11-15,ASM19635v1,DOE Joint Genome Institute,GCF_000196355.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/355/GCA_000196355.1_ASM19635v1,na,assembly from type material,na,haploid,bacteria,3234309,3234309,54.000000,4,4,4,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,2016-07-26,2876,2805,49,18390676
GCA_900108135.1,PRJEB16695,SAMN05216403,FNVK00000000.1,na,323848,1231,Nitrosospira multiformis ATCC 25196,strain=Nl13,na,latest,Contig,Major,Full,2016-10-24,IMG-taxon 2671180127 annotated assembly,DOE - JOINT GENOME INSTITUTE,GCF_900108135.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/135/GCA_900108135.1_IMG-taxon_2671180127_annotated_assembly,na,assembly from type material,na,haploid,bacteria,3157522,3157522,54.000000,0,72,72,DOE - JOINT GENOME INSTITUTE,Annotation submitted by DOE - JOINT GENOME INSTITUTE,2016-10-24,2956,2901,55,na
GCA_000009805.1,PRJNA13117,SAMD00061069,na,reference genome,247156,37329,Nocardia farcinica IFM 10152,strain=IFM 10152,na,latest,Complete Genome,Major,Full,2004-10-08,ASM980v1,"Department of Bioactive Molecules, National Institute of Infectious Diseases",GCF_000009805.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/805/GCA_000009805.1_ASM980v1,na,na,na,haploid,bacteria,6292344,6292344,70.500000,3,3,3,"Department of Bioactive Molecules, National Institute of Infectious Diseases","Annotation submitted by Department of Bioactive Molecules, National Institute of Infectious Diseases",2017-08-25,6010,5946,64,15466710
GCA_000015265.1,PRJNA12738,SAMN02598280,na,na,196162,196162,Nocardioides sp. JS614,strain=JS614,na,latest,Complete Genome,Major,Full,2006-12-18,ASM1526v1,DOE Joint Genome Institute,GCF_000015265.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/265/GCA_000015265.1_ASM1526v1,na,na,na,haploid,bacteria,5293685,5293685,71.500000,2,2,2,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,2016-07-14,5026,4909,55,21551312
GCA_000013325.1,PRJNA204,SAMN02598432,na,reference genome,279238,48935,Novosphingobium aromaticivorans DSM 12444,strain=DSM 12444,na,latest,Complete Genome,Major,Full,2006-02-10,ASM1332v1,US DOE Joint Genome Institute,GCF_000013325.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/325/GCA_000013325.1_ASM1332v1,na,assembly from type material,na,haploid,bacteria,4233314,4233314,65.000000,3,3,3,US DOE Joint Genome Institute,Annotation submitted by US DOE Joint Genome Institute,2016-07-23,4026,3937,68,na
